id,name,date,tagline,description,minute,rating
1007130,The Fanatic,2019,All he wanted was an autograph.,A rabid film fan stalks his favorite action hero and destroys the star's life.,89.0,1.75
1007132,The Machine,2023,"To be a hero, it takes a lot of gut.","Bert Kreischer faces a familial crisis and the arrival of his estranged father when the ghost of his booze-soaked past arrives: a murderous mobster hellbent on kidnapping Bert back to the motherland to atone for his crimes. Together, he and his father must retrace the steps of his younger self in the midst of a war between a sociopathic crime family while they attempt to find common ground.",112.0,2.52
1007138,Concrete Utopia,2023,We believe we are chosen.,"The world has been reduced to rubble by a massive earthquake. While no one knows for sure how far the ruins stretch, or what the cause of the earthquake may be, in the heart of Seoul there is only one apartment building left standing. It is called Hwang Gung Apartments. As time passes, outsiders start coming in to Hwang Gung Apartments trying to escape the extreme cold. Before long, the apartment residents are unable to cope with the increasing numbers. Feeling a threat to their very survival, the residents enact a special measure.",130.0,3.45
1007147,Tower,2016,"August 1, 1966, was the day our innocence was shattered.","Combining archival footage with rotoscopic animation, Tower reveals the action-packed untold stories of the witnesses, heroes and survivors of America’s first mass school shooting, when the worst in one man brought out the best in so many others.",83.0,4.01
1007156,The Adults,2023,Some adults need to grow up.,"Eric returns home for a short visit and finds himself caught between reuniting with his sisters and chasing a victory with his old poker group. As the trip extends, Eric finds it increasingly difficult to avoid confrontations and revelations as his carefully constructed façade of his adulthood gives way to old childhood conflicts.",91.0,3.22
1007164,Kodachrome,2017,"Over time, everything develops","Matt Ryder is convinced to drive his estranged and dying father Benjamin Ryder cross country to deliver four old rolls of Kodachrome film to the last lab in the world that can develop them before it shuts down for good. Along with Ben's nurse Zooey, the three navigate a world changing from analogue to digital while trying to put the past behind them.",105.0,3.28
1007167,The Addams Family 2,2021,Unhappy to see you again.,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,93.0,2.29
1007168,Piercing,2018,Practice doesn't always make perfect.,"After kissing his wife and baby goodbye for a seemingly normal business trip, Reed checks himself into a hotel room to accomplish something he’s always dreamed of: the perfect murder. As his sinister plans unfold, he soon realizes he might be in over his head with a mysteriously unhinged call girl named Jackie.",82.0,3.07
1007170,The Choice,2016,Let your heart decide.,Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,111.0,2.8
1007172,Don't Think Twice,2016,The spotlight's not for everyone.,"An improv group deals with several crises, including the loss of their lease and one member hitting the big time.",90.0,3.45
1007179,Secret Obsession,2019,He’s there to take care of her.,"Newlywed Jennifer is brutally attacked at a dark rest stop. While healing from her injuries, she can’t recall anything from her past, including the ordeal. Her husband, Russell , is just thankful she’s alive and eager to get her home. As he reintroduces her to their secluded mountain estate, Detective Page  pursues Jennifer’s assailant — his own daughter went missing and was never found. The same fate now awaits Jennifer, unless someone realizes that her loving caretaker is actually her captor.",97.0,1.77
1007187,The Brand New Testament,2015,God Exists. He Lives in Brussels with his teenage daughter.,"God lives in Brussels. On Earth though, God is a coward, with pathetical morals and being odious with his family. His daughter, Ea, is bored at home and can't stand being locked up in a small apartment in ordinary Brussels, until the day she decides to revolt against her dad...",114.0,3.55
1007199,Come Play,2020,He's good at taking friends.,"A lonely young boy feels different from everyone else. Desperate for a friend, he seeks solace and refuge in his ever-present cell phone and tablet. When a mysterious creature uses the boy’s devices against him to break into our world, his parents must fight to save their son from the monster beyond the screen.",96.0,2.49
1007205,True Beauty,2020,Can makeup make it last?,"Lim Ju-kyung is a high school student. Since she was little, she has had a complex about her appearance. To hide her bare face, Ju-kyung always wears make-up. Her excellent make-up skills make her pretty and she hides her bare face in front of others. She gets involved with 2 men; Lee Su-ho and Han Seo-jun.",1207.0,3.49
1007207,Live by Night,2016,Joe was once a good man.,"A group of Boston-bred gangsters set up shop in balmy Florida during the Prohibition era, facing off against the competition and the Ku Klux Klan.",129.0,2.77
1007208,The 15:17 to Paris,2018,In the face of fear ordinary people can do the extraordinary,"On Aug. 21, 2015, the world watches in stunned silence as the media reports a thwarted terrorist attack on a train that's bound for Paris -- an attempt prevented by three young Americans traveling together through Europe. The heroic and courageous actions of Anthony Sadler, Alek Skarlatos and Spencer Stone help to save the lives of more than 500 passengers on board.",94.0,2.19
1007212,LEGO Star Wars Holiday Special,2020,To: Luke. From: Your father.,"As her friends prep for a Life Day holiday celebration, Rey journeys with BB-8 on a quest to gain a deeper knowledge of the Force at a mysterious Jedi Temple. There, she embarks on a cross-timeline adventure through beloved moments in Star Wars history, coming into contact with iconic heroes and villains from all eras of the saga. But will she make it back in time for the Life Day feast?",44.0,3.09
1007218,Extra Ordinary,2019,Putting the normal in paranormal,A driving instructor must use her other-worldly gifts to save a lonely man’s daughter from a rock star looking to use her for Satanic purposes.,94.0,3.38
1007229,Lizzie,2018,The legend of Lizzie Borden,"Massachusetts, 1892. An unmarried woman of 32 and a social outcast, Lizzie lives a claustrophobic life under her father's cold and domineering control. When Bridget Sullivan, a young maid, comes to work for the family, Lizzie finds a sympathetic, kindred spirit, and a secret intimacy soon blossoms into a wicked plan.",106.0,2.84
1007231,Into the Inferno,2016,What we worship can destroy us,"With stunning views of eruptions and lava flows, Werner Herzog captures the raw power of volcanoes and their ties to indigenous spiritual practices.",107.0,3.76
1007260,Reply 1988,2015,"The year was 1988, a time when it was chilly, but our hearts were fiery, a time when we didn't have much but people's hearts were warm.",Take a nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in Seoul.,1900.0,4.45
